Lnumber,LID_CSV,LitList_en,LitList_jp,Link
307,L01257,"Hoffman, R. L. (1969) Studies on spirobolid millipeds. VII. A remarkable new genus and subfamily of the Spirobolellidae from Vera Cruz, Mexico. Proceedings of the Biological Society of Washington, 82: 177–188.",,
308,L01440,"Hoffman, R. L. (1973) Descriptions and allocation of new or poorly-known genera and species of Paradoxosomatidae from south-eastern Asia (Diplopoda: Polydesmida). Journal of Natural History, 7(4): 361–389.",,https://doi.org/10.1080/00222937300770281
309,L01019,"Hoffman, R. L. (1973) A new milliped of the genus <i>Chonodesmus</i>, with a proposed reclassification of the family Cryptodesmidae (Diplopoda, Polydesmida). Studies on the Neotropical Fauna, 8(2): 179–193.",,https://doi.org/10.1080/01650527309360461
310,L01021,"Hoffman, R. L. (1975) Systematic status of the milliped genus <i>Thelydesmus</i> (Polydesmida: Cryptodesmidae). Revue de zoologie et de botanique africaines, 89(3): 635–644.",,
311,L01813,"Hoffman, R. L. (1976) A new lophodesmid milliped from a Guatemalan cave, with notes on related forms (Polydesmida: Pyrgodesmidae). Revue suisse de Zoologie, 83(2): 307–316.",,
312,L01388,"Hoffman, R. L. (1977) La faune terrestre de l'ile de Sainte-Helene. Quatrieme partie. 4. Myriapoda: 3. Diplopoda. Annalen, Koninklijk Museum voor Midden-Afrika, Zoologische wetenschappen, 220: 360–377.",,
313,L00033,"Hoffman, R. L. (1978) The taxonomic and nomenclatorial status of the milliped generic names <i>Parafontaria</i> Verhoeff, <i>Cyphonaria</i> Verhoeff, and <i>Japonaria</i> Attems (Polydesmida, Xystodesmidae). Spixiana, 1(3): 215–224.",,
314,L01009,"Hoffman, R. L. (1980 (not 1979)) Classification of the Diplopoda. Muséum D'Histoire Naturelle, Genéve. 209 pp.",,
315,L01444,"Hoffman, R. L. (1981) Studies on spiroboloid millipeds. XIV. Notes on the family Pseudospirobolellidae, and the description of a new genus and species from Thailand. Steenstrupia, 7(7): 181–190.",,
316,L01703,"Hoffman, R. L. (1982) Chilopoda. pp. 681–688. In: Parker, S. P. (ed.) Synopsis and classification of living organisms. McGraw-Hill. ISBN-13: 978-0-07079031-5.",,
317,L01705,"Hoffman, R. L. (1982) Diplopoda. pp. 689–724. In: Parker, S. P. (ed.) Synopsis and classification of living organisms. McGraw-Hill. ISBN-13: 978-0-07079031-5.",,
318,L00034,"Hoffman, R. L. (1988) <i>Sphalmatogonus</i>, a genus of Japanese diplopods (Polydesmida: Paradoxosomatidae). Myriapodologica, 2(7): 45–48.",,https://www.vmnh.net/research-collections/vmnh-scientific-publications/myriapodologica
319,L01777,"Hoffman, R. L., Golovatch, S. I., Adis, J. and de Morais, J. W. (1996) Practical keys to the orders and families of millipedes of the Neotropical region (Myriapoda: Diplopoda). Amazoniana, 14(1–2): 1–35.",,
320,L01327,"Hollier, J., Stöckli, E., Wesener, T., Mesibov, R., Decker, P. and Sierwald, P. (2020) An annotated list of the millipede (Diplopoda) species described by Johann Carl. Revue suisse de Zoologie, 127(1): 183–240.",,https://doi.org/10.35929/RSZ.0015
321,L00835,,"本多 重義 (1992) 篠原先生へ贈る言葉. Takakuwaia, (24): 36.",
322,L00920,,"堀越 功 (1960) オニグモの糸にかかったムカデ. 採集と飼育, 22(1): 30–31.",
323,L01395,"Hoshi, Y., Sato, K., Sato, F., Irie, T., Goto, N., Inokuchi, T., Ishii, K. and Kakuya, T. (1999) Community composition and density of soil-animals in neighboring deciduous (<i>Quercus serrata</i>) and artificial coniferous forest (<i>Chamaecyparis obtusa</i>) arround the Takahara Institute of Nature Education of Utsunomiya University, Yaita City, Tochigi Pref., central Japan. Bulletin of Takaharayama Institute of Nature Education, (11): 3–11.","星 有美・佐藤 かお里・佐藤 史徳・入江 岳流・後藤 奈緒子・井口 智文・石井 清・角屋 堯英 (1999) 宇都宮大学教育学部付属高原山自然教育実習施設周辺に隣接するコナラ二次林とヒノキ人工林における土壌動物の群集組成と密度の比較. 高原山自然教育実習施設研究集録, (11): 3–11.",
324,L01190,"Hoside, H. (1952) Studies on cephaline gregarines from Chilopoda I. Zoological Magazine, 61(7): 196–200.","星出 兵馬 (1952) ChilopodaのGregarinidesについてI. 動物学雑誌, 61(7): 196–200.",https://doi.org/10.34435/zm003383
325,L00583,"Hukui, T. (1951) [<i>Stenophora</i>, a parasite of <i>Nedyopus patrioticus</i>]. Zoological Magazine, 60(1–2): 31.","福井 利人 (1951) ヤマトアカヤスデに寄生している<i>Stenophora</i>について. 動物学雑誌, 60(1–2): 31.",https://doi.org/10.34435/zm003320
326,L01191,"Hukui, T. (1952) On a gregarine, <i>Hoplorynchus bouruiensis</i> sp. nov. from <i>Otocryptops rubiginosus</i> Koch. Zoological Magazine, 61(9): 278–280.","福井 利人 (1952) アカムカデに寄生している<i>Hoplorhynchus bouruiensis</i> sp. nov.について. 動物学雑誌, 61(9): 278–280.",https://doi.org/10.34435/zm003404
327,L01160,"Hukui, T. (1952) On a cephaline gregarine from <i>Otocryptops rubiginosus</i> Koch. Annotationes Zoologicae Japonenses, 25(1): 352–358.",,https://doi.org/10.34434/za000826
328,L01324,,"市橋 甫 (1992) 三重県を模式産地とする2種類の洞窟性ヤスデ. 三重生物, (42): 10–12.",
329,L00432,"Ichihashi, H., Amagasu, A. and Shimizu, M. (1984) [Arthropods inhabiting limestone caves and abandoned mine tunnels in the northern limestone region of the Suzuka mountain range]. pp. 209–273. In: [Report on the natural science survey of the northern limestone region of the Suzuka mountain range]. Fujiwaradake Museum of Nature and Science, Inabe.","市橋 甫・天春 明吉・清水 実 (1984) 鈴鹿山脈北部石灰岩地域内の石灰洞穴及び鉱山跡洞穴に生息する節足動物. pp. 209–273. In: 鈴鹿山脈北部石灰岩地域自然科学調査報告書. 藤原岳自然科学館, いなべ.",
330,L01178,"Ichihashi, H., Inagaki, M., Amagasu, A., Yokozeki, H., Shimizu, M. and Inagaki, Y. (2008) The Arthropod in Shinodachi-no-kazaana limestone-cave, Mie Pref. pp. 99–114. In: A report on the secand[sic] investigation of ""Shinodachi-no-Kaza-ana"" limestone cave, a natural monument designated by Mie prefecture. Group of natural science investigators to the secand[sic] investigation of Shinodachi-no-Kaza-ana. 127 pp.",市橋 甫・稲垣 政志・天春 明吉・横関 秀行・清水 実・稲垣 順子 (2008) 篠立の風穴の節足動物. pp. 99–114. In: 三重県指定天然記念物 篠立の風穴自然科学調査報告書. 第二次篠立の風穴自然科学調査会. 127 pp.,
331,L00249,"Ichisawa, K., Hayashi, M. and Tsurusaki, N. (2012) Arachnida, Myriapoda, and Land Isopoda of Kamogaiso Beach in Tottori Prefecture. Natural history research of San'in, 7: 9–14.","一澤 圭・林 成多・鶴崎 展巨 (2012) 浦富海岸鴨ヶ磯（鳥取県）のクモガタ類・多足類・陸生等脚類. 山陰自然史研究, 7: 9–14.",https://repository.lib.tottori-u.ac.jp/records/7447
332,L01672,,"飯田 奈都子・神谷 貴文・村上 賢 (2012) ミトコンドリアDNA解析に基づく, 外来不快害虫ヤンバルトサカヤスデの国内分布. 麻布大学雑誌, 24: 98.",
333,L01641,"Ikehara, S., Omine, T., Shimojana, M. and Abe, T. (1974) Outline of the studies on the terrestrial animal communities in the forests of Iriomote and Ishigaki Island. pp. 51–61. In: Ikehara, S. (ed.) Ecological studies of conservation of the Ryukyu Islands I.",池原 貞雄・大嶺 哲雄・下謝名 松栄・安部 琢哉 (1974) 西表島と石垣島における森林陸上動物群集. pp. 51–61. In: 池原 貞雄 (編) 琉球列島の自然とその保護に関する基礎的研究 I.,
334,L01642,"Ikehara, S., Omine, T., Shimojana, M. and Abe, T. (1974) Notes on the forest floor macrofauna of Iriomote Island. pp. 63–69. In: Ikehara, S. (ed.) Ecological studies of conservation of the Ryukyu Islands I.",池原 貞雄・大嶺 哲雄・下謝名 松栄・安部 琢哉 (1974) 西表島の大型土壌動物について (予報). pp. 63–69. In: 池原 貞雄 (編) 琉球列島の自然とその保護に関する基礎的研究 I.,
335,L00943,"Ikehara, S. and Shimojana, M. (1971) The terrestrial animals of Senkaku Islands. pp. 85–114. In: [Academic survey team of the Senkaku Islands, University of the Ryukyus] (ed.) [Report of the academic survey of the Senkaku Islands].",池原 貞雄・下謝名 松栄 (1971) 尖閣列島の陸生動物. pp. 85–114. In: 琉球大学尖閣列島学術調査団 (編) 尖閣列島学術調査報告.,
336,L01639,"Ikehara, S. and Shimojana, M. (1975) [Terrestrial animals of Okinawa]. [Fudokisha], Naha. 143 pp.","池原 貞雄・下謝名 松栄 (1975) 沖縄の陸の動物. 風土記社, 那覇. 143 pp.",
337,L01589,"Ilie, V., Schiller, E. and Stagl, V. (2009) Type specimens of the Geophilomorpha (Chilopoda) in the Natural History Museum in Vienna. pp. 5–75. In: Naturhistorisches Museum Wien (ed.) Kataloge der wissenschaftlichen Sammlungen des Naturhistorischen Museum in Wien Band 22 Myriapoda, Heft 4. Naturhistorisches Museum Wien, Austria.",,
338,L00816,,"今立 源太郎 (1992) カマアシムシ（PROTURA）相の情報量. Takakuwaia, (24): 24–25.",
339,L01122,,"今村 泰二 (1961) 新動物分類表. 北隆館, 東京. 227 pp.",
340,L00815,"Inaba, H. (1992) [A message for Mr. Shinohara]. Takakuwaia, (24): 24.","稲葉 久男 (1992) 篠原先生に贈る言葉. Takakuwaia, (24): 24.",
341,L01065,"Inaba, S. and Miyata, T. (1958) On the distribution of Chilopoda and Diplopoda, observed at the slope of Kinkazan, Gifu. Science report of the Faculty of Liberal Arts and Education, Gifu University. Natural science, 2(2): 121–125.","稲葉 左馬吉・宮田 孝尚 (1958) 金華山に於ける脣脚類・倍脚類の分布. 岐阜大学学芸学部研究報告. 自然科学, 2(2): 121–125.",
342,L01270,,稲垣 政志・稲垣 順子 (2016) 伊勢神宮境内地内の石灰洞とそこに生息する生物の生態. pp. 314–319. In: 神宮宮域動物調査会 (編) 神宮宮域動物調査報告書. 神宮司廳営林部. 323 pp.,
343,L01378,"Iniesta, L. F. M., Enghoff, H., Bouzan, R. S. and Brescovit, A. D. (2022) Comparative morphological study of the gnathochilarium of millipedes of the suborder Cambalidea (Juliformia: Spirostreptida) assessed by discrete and morphometric character approaches. Zoological Journal of the Linnean Society, zlac088: 1–24.",,https://doi.org/10.1093/zoolinnean/zlac088
344,L00337,"Irie, T. (1973) [In search of a phantom egg chamber]. Takakuwaia, (6): 5–6.","入江 照雄 (1973) 幻の卵のうを求めて. Takakuwaia, (6): 5–6.",
345,L00350,"Irie, T. (1974) [Studies on the genus <i>Prionomatis</i> (II)]. Atypus, (62): 16–17.","入江 照雄 (1974) ノコギリヤスデの研究 (II). Atypus, (62): 16–17.",
346,L00452,"Irie, T. (1979) [Animals of Anan-jô-no-ana Cave]. Mogura, (8): 1–7.","入江 照雄 (1979) 穴ん城の穴の動物. 土竜, (8): 1–7.",
347,L01177,,入江 照雄 (1982) 九州中・南部におけるコウモリ類の動態調査 (II) —新地の穴のコウモリ—. pp. 105–112. In: 宇土半島 自然と文化 第二集. 宇土半島研究会. 130 pp.,
348,L00453,"Irie, T. (1982) [Cave animals of Gokanoshô]. [Bulletin of the Gokanoshô Society (Gokanoshô no kai kaihô)], (8): 2.","入江 照雄 (1982) 五家荘の洞窟動物. 五家荘の会会報, (8): 2.",
349,L00454,"Irie, T. (1982) [Animals of the lava caves of Mt. Aso-san]. Mogura, (10): 3–22.","入江 照雄 (1982) 阿蘇山溶岩洞群の動物. 土竜, (10): 3–22.",
350,L00451,"Irie, T. (1986) [Cave millipedes of Kumamoto Prefecture]. Mogura, (12): 1–7.","入江 照雄 (1986) 熊本県の洞窟産ヤスデ類. 土竜, (12): 1–7.",
351,L00449,,入江 照雄 (1989) 長崎県の洞窟生物. pp. 257–260. In: 長崎県生物学会「長崎県の生物」編集委員会 (編) 長崎県の生物.,
352,L00450,,入江 照雄 (1992) 宮崎の洞窟産動物. pp. 346–353.In: 宮崎県高等学校教育研究会理科・生物部会「宮崎県の生物」編集委員会 (編) 宮崎県の生物.,
353,L00412,"Irie, T. (1997) [Animals living in the dark —Fascinated by caves for 35 years—]. Private publication, 324 pp.","入江 照雄 (1997) 暗闇に生きる動物たち —洞窟に魅せられて35年—. 自刊, 324 pp.",
354,L00413,"Irie, T. (2007) [Sequel: Animals living in the dark]. Private publication, 426 pp.","入江 照雄 (2007) 続・暗闇に生きる動物たち. 自刊, 426 pp.",
355,L00414,"Irie, T. (2013) [Animals living in the dark, series 3]. Private publication, 347 pp.","入江 照雄 (2013) 暗闇に生きる動物たち Series 3. 自刊, 347 pp.",
356,L00415,"Irie, T. (2017) [Animals living in the dark, series 4]. Private publication, 107 pp.","入江 照雄 (2017) 暗闇に生きる動物たち Series 4. 自刊, 107 pp.",
357,L01719,,入江 照雄・祝原 道衛 (1983) 洞窟動物. pp. 11–15. In: 九州大学探検部 (編) 岩屋鍾乳洞. 九州大学探検部. 15 pp. + 3 pls.,
358,L01695,,"入江 照雄・𠮷村 和久・浦田 健作・井倉 洋二・池田 徹・宗 裕・祝原 道衛 (1982) 岩屋第II洞の調査報告. 筑豊博物, (27): 6–20.",
359,L01098,"Ishida, T. and Fujiyama, S. (2010) Preliminary report on the effects of temperature and photoperiod on the development and induction of oviposition of a diplopoda, <i>Chamberlinius hualienensis</i> Wang. The Annals of environmental science, Shinshu University, 32: 99–102.","石田 剛之・藤山 静雄 (2010) ヤンバルトサカヤスデ<i>Chamberlinius hualienensis</i> Wangの産卵誘起に及ぼす温度と日長の影響（予報）. 環境科学年報，信州大学, 32: 99–102.",
360,L01099,"Ishida, T. and Fujiyama, S. (2013) Geographic variation of life cycle in <i>Chamberlinius hualienensis</i> (Diplopoda: Polydesmidae) in Japanese Archipelago. The Annals of environmental science, Shinshu University, 35: 85–90.","石田 剛之・藤山 静雄 (2013) 外来種ヤンバルトサカヤスデの生活史の地理変異 —変異をもたらすメカニズムについて—. 環境科学年報，信州大学, 35: 85–90.",http://hdl.handle.net/10091/17323
361,L01363,"Ishida, T., Yoshikuni, K., Ohsako, K., Higo, K., Yotsumoto, K., Hirakawa, K., Kawamoto, T., Nakama, S., Nishihira, K., Nagata, K. and Nobori, M. (1992) [Abnormal outbreaks of the millipede Chamberlinius hualienensis on Tokunoshima Island]. Annual Report of Kagoshima Prefectural Institute for Environmental Research and Public Health, (28): 55–56.","石田 孝仁・吉國 謙一郎・大迫 勝美・肥後 憲一郎・四本 喜八郎・平川 浩資・川元 孝久・中摩 昭二・西平 孝市・永田 告治・登 政治 (1992) 徳之島におけるヤンバルトサカヤスデの異常発生について. 鹿児島県環境保健センター所報, (28): 55–56.",
362,L01070,"Ishida, Y., Meyer-Rochow, V. B. and Asano, Y. (2018) Comparison of DNA sequence encoding hydroxynitrile lyase from invasive millipede, <i>Chamberlinius hualienensis</i>, collected at Kagoshima, Shizuoka, and Hachijojima, Tokyo. Bulletin of Toyama Prefectural University, 28: 35–40.","石田 裕幸・Victor Benno Meyer-Rochow・浅野 泰久 (2018) 鹿児島、静岡、八丈島（東京）で採集されたヤンバルトサカヤスデ<i>Chamberlinius hualienensis</i>由来ヒドロキシニトリルリアーゼのDNA塩基配列の比較. 富山県立大学紀要, 28: 35–40.",https://pu-toyama.repo.nii.ac.jp/records/345
363,L01313,"Ishii, K. (1969) [Myriapods of Futtsu, Mt. Nokogiri-yama, and Kinone-tôge Pass]. [Chiba Keiai Junior College, Bulletin of the Society of Biological Research], (1): 6–8.","石井 清 (1969) 富津・鋸山・木ノ根峠の多足類. 千葉敬愛短大 生物研究会会報, (1): 6–8.",
364,L01314,"Ishii, K. (1970) [Myriapods of Kasamori, Chiba Prefecture]. [Chiba Keiai Junior College, Bulletin of the Society of Biological Research], (2): 42–43.","石井 清 (1970) 千葉県笠森の多足類. 千葉敬愛短大 生物研究会会報, (2): 42–43.",
365,L01315,"Ishii, K. (1970) [Myriapods of Toke, Chiba Prefecture]. [Chiba Keiai Junior College, Bulletin of the Society of Biological Research], (2): 15–21.","石井 清 (1970) 千葉県土気の多足類. 千葉敬愛短大 生物研究会会報, (2): 15–21.",
366,L00954,"Ishii, K. (1973) [Myriapods of Is. Sado]. The nature and animals, 3(12): 17–19.","石井 清 (1973) 新潟県佐渡島の多足類. 動物と自然, 3(12): 17–19.",
367,L00738,"Ishii, K. (1974) [Additional species of Myriapoda from Hachijô-jima Island, Izu]. Takakuwaia, (7): 4.","石井 清 (1974) 伊豆八丈島産多足類追加種について. Takakuwaia, (7): 4.",
